title,link,price,likes
"ASUS TUF Gaming VG259QM 24.5” Monitor, 1080P Full HD (1920 x 1080), Fast IPS, 280Hz (Supports 144Hz), G-SYNC Compatible, Extreme Low Motion Blur Sync, 1ms, DisplayHDR 400 - $319",https://slickdeals.net/f/14093816-asus-tuf-gaming-vg259qm-24-5-monitor-1080p-full-hd-1920-x-1080-fast-ips-280hz-supports-144hz-g-sync-compatible-extreme-low-motion-blur-sync-1ms-displayhdr-400-319?src=catpagev2,N/A,1
Netgear Orbi RBK-753 3-Pack $500 @ Costco (Sign-in Req.),https://slickdeals.net/f/14092736-netgear-orbi-rbk-753-3-pack-500-costco-sign-in-req?src=catpagev2,$499.99 ,8
Lenovo 8 in Smart Display with the Google Assistant @ Walmart for $19 - IN STORE ONLY - YMMV,https://slickdeals.net/f/14091596-lenovo-8-in-smart-display-with-the-google-assistant-walmart-for-19-in-store-only-ymmv?src=catpagev2,$19 ,208
$19 -  Western Digital My Passport 2 Terabyte Portable Black External Hard Drive -YMMV,https://slickdeals.net/f/14092106-19-western-digital-my-passport-2-terabyte-portable-black-external-hard-drive-ymmv?src=catpagev2,$19 ,53
"Wavlink Thunderbolt 3 Docking Station, 8K/Dual 4K, 60W Charging, GB Ethernet, Audio, USB 3 Gen 2 @ $162.99 + F/S",https://slickdeals.net/f/14092820-wavlink-thunderbolt-3-docking-station-8k-dual-4k-60w-charging-gb-ethernet-audio-usb-3-gen-2-162-99-f-s?src=catpagev2,$162.99 ,4
"Acer Swift 3 Laptop: Ryzen 7 4700U, 14 1080P, 8GB DDR4, 512GB SSD $649.99",https://slickdeals.net/f/14092073-acer-swift-3-laptop-ryzen-7-4700u-14-1080p-8gb-ddr4-512gb-ssd-649-99?src=catpagev2,$649.99 ,49
Amplifi HD Router Only In-Store Pickup Only $89.97,https://slickdeals.net/f/14078477-amplifi-hd-router-only-in-store-pickup-only-89-97?src=catpagev2,N/A,2
"Rosewill 3.5"" Aluminum Hard Drive Enclosure (SATA III to USB 3.0 or eSATA) w/ Fan",https://slickdeals.net/f/14099114-rosewill-aluminum-hard-drive-enclosure-with-monitor-temperature-controls-24-00-ac-fsss?src=catpagev2,$24 ,50
Playstation Store,https://slickdeals.net/coupons/playstation-store/,$10.19 ,1
Rosewill 5-Port Gigabit Network Desktop Switch $15 + FS,https://slickdeals.net/f/14101013-rosewill-5-port-gigabit-network-desktop-switch-15-fs?src=catpagev2,N/A,0
"Acer Nitro 5 15.6"" Laptop: Ryzen 5 4600H, 256GB PCIe SSD, GTX 1650 GPU",https://slickdeals.net/f/14098670-acer-nitro-5-15-6-laptop-ryzen-5-4600h-256gb-pcie-ssd-gtx-1650-gpu-670-free-s-h?src=catpagev2,$670 ,57
Samsung Galaxy Tab S5e $298.00 Walmart (YMMV) in store only,https://slickdeals.net/f/14100575-samsung-galaxy-tab-s5e-298-00-walmart-ymmv-in-store-only?src=catpagev2,$298 ,0
Costco Wholesale,https://slickdeals.net/coupons/costco-wholesale/,$749.99 ,13
Was $179.99 Now $139.99 CORSAIR - Gaming K70 RGB MK.2 SE Mechanical Wired CHERRY MX Speed Switch Keyboard with RGB Back Lighting,https://slickdeals.net/f/14093315-was-179-99-now-139-99-corsair-gaming-k70-rgb-mk-2-se-mechanical-wired-cherry-mx-speed-switch-keyboard-with-rgb-back-lighting?src=catpagev2,$139.99 ,0
"ViewSonic VX2758-2KP-MHD 27"" 16:9 144 Hz FreeSync IPS Gaming Monitor for $299.99 + FS",https://slickdeals.net/f/14098838-viewsonic-vx2758-2kp-mhd-27-16-9-144-hz-freesync-ips-gaming-monitor-for-299-99-fs?src=catpagev2,$299.99 ,16
TP-Link Archer AC750 Dual-Band Wi-Fi Router $25 + Free Store Pickup at Walmart,https://slickdeals.net/f/14098811-tp-link-archer-ac750-dual-band-wi-fi-router-25-free-store-pickup-at-walmart?src=catpagev2,$24.99 ,13
Office Depot and OfficeMax,https://slickdeals.net/coupons/office-depot/,$569.99 ,12
"My Best Buy Members: Lenovo Yoga C740 14"" i5-10210U 8GB  256GB Mica -  $599.99",https://slickdeals.net/f/14098406-my-best-buy-members-lenovo-yoga-c740-14-i5-10210u-8gb-256gb-mica-599-99?src=catpagev2,$599.99 ,15
Team Group 120GB SATA III Internal Solid State Drive (SSD) $20.99 + FS,https://slickdeals.net/f/14099603-team-group-120gb-sata-iii-internal-solid-state-drive-ssd-20-99-fs?src=catpagev2,$20.99 ,1
Elgato Game Capture HD60 S+ - $179 + Free Shipping,https://slickdeals.net/f/14092601-elgato-game-capture-hd60-s-179-free-shipping?src=catpagev2,$179 ,7
"Rosewill - 8-Port PoE+ Network Switch, Unmanaged Gigabit 1000M Ethernet Switch $64.99 + FS",https://slickdeals.net/f/14092547-rosewill-8-port-poe-network-switch-unmanaged-gigabit-1000m-ethernet-switch-64-99-fs?src=catpagev2,N/A,7
Corsair,https://slickdeals.net/coupons/corsair/,$13 ,21
CORSAIR IRONCLAW RGB FPS/MOBA Gaming Mouse $15 clearance at WM in store. YMMV,https://slickdeals.net/f/14092202-corsair-ironclaw-rgb-fps-moba-gaming-mouse-15-clearance-at-wm-in-store-ymmv?src=catpagev2,$15 ,3
IZOTOPE Music Maker's Bundle $49,https://slickdeals.net/f/14091437-izotope-music-maker-s-bundle-49?src=catpagev2,$49 ,8
NETGEAR 24-Port Gigabit Ethernet Unmanaged Switch (GS324) - Desktop/Rackmount with 36% OFF $69.99,https://slickdeals.net/f/14099570-netgear-24-port-gigabit-ethernet-unmanaged-switch-gs324-desktop-rackmount-with-36-off-69-99?src=catpagev2,$69.99 ,0
Apple® USB-C Charge Cable (2 m) $13.99,https://slickdeals.net/f/14098667-apple-usb-c-charge-cable-2-m-13-99?src=catpagev2,$13.99 ,7
"Apple 16 MacBook Pro (Late 2019, Silver or Space Grey) 512GB $2099 @ Costco and Cheaper AppleCare than other stores",https://slickdeals.net/f/14097839-apple-16-macbook-pro-late-2019-silver-or-space-grey-512gb-2099-costco-and-cheaper-applecare-than-other-stores?src=catpagev2,"$2,099 ",17
"UGREEN 6 in 1 USB C Hub with 4K HDMI, 3*USB 3.0 and SD/TF Card Reader - $14.95 + FSSS",https://slickdeals.net/f/14097869-ugreen-6-in-1-usb-c-hub-with-4k-hdmi-3-usb-3-0-and-sd-tf-card-reader-14-95-fsss?src=catpagev2,$14.95 ,13
"DELL OPTIPLEX 7070 (P1MHG) - Business Desktop PC, Intel Core i5 9500, Intel UHD Graphics 630, 8GB DDR4, 256GB SSD, Intel Q370 - $749.99",https://slickdeals.net/f/14098697-dell-optiplex-7070-p1mhg-business-desktop-pc-intel-core-i5-9500-intel-uhd-graphics-630-8gb-ddr4-256gb-ssd-intel-q370-749-99?src=catpagev2,$749.99 ,4
SSD aluminum Enclosure USB3.1 Type C to NVME PCI-E M-Key Hard Drive External Enclosure Support $29.99 $23.99,https://slickdeals.net/f/14097596-ssd-aluminum-enclosure-usb3-1-type-c-to-nvme-pci-e-m-key-hard-drive-external-enclosure-support-29-99-23-99?src=catpagev2,$23.99 ,15
Micro Center,https://slickdeals.net/coupons/micro-center/,$134.99 ,3
"Lenovo Flex 5 2-in-1 Laptop: Ryzen 5 4500U, 14"" 1080p, 16GB DDR4, 256GB SSD",https://slickdeals.net/f/14089823-lenovo-flex-5-14-2-in-1-laptop-14-0-fhd-1920-x-1080-touch-display-amd-ryzen-5-4500u-processor-16gb-ddr4-onboard-ram-256gb-ssd-windows-10-600?src=catpagev2,$600 ,125
"Walmart Clearance (YMMV): Huntsman Elite $50, Razer BlackWidow Elite $35, Ornata Chroma $15, Cynosa Chroma $13",https://slickdeals.net/f/14090450-walmart-clearance-ymmv-huntsman-elite-50-razer-blackwidow-elite-35-ornata-chroma-15-cynosa-chroma-13?src=catpagev2,$50 ,49
AMD Ryzen Threadripper 3990X 64-Core 2.9GHz sTRX4 Desktop Processor,https://slickdeals.net/f/14089502-amd-ryzen-threadripper-3990x-64-core-2-9ghz-strx4-desktop-processor-3-450-free-shipping?src=catpagev2,"$3,450 ",118
Netgear RBK30 Orbi Mesh Wifi System AC2200 $40 @ Walmart B&M YMMV Clearance,https://slickdeals.net/f/14089475-netgear-rbk30-orbi-mesh-wifi-system-ac2200-40-walmart-b-m-ymmv-clearance?src=catpagev2,$40 ,54
Dell G5 15 SE Gaming Laptop Special Ed AMD Ryzen 5 4600H/Radeon RX 5600M GPU Starting $879.99 free Ship 🚨,https://slickdeals.net/f/14090162-dell-g5-15-se-gaming-laptop-special-ed-amd-ryzen-5-4600h-radeon-rx-5600m-gpu-starting-879-99-free-ship?src=catpagev2,$879.99 ,21
16GB (2x8) G.SKILL Ripjaws V Series DDR4 3600 CL16 Desktop RAM Kit @Newegg $78,https://slickdeals.net/f/14096858-16gb-2x8-g-skill-ripjaws-v-series-ddr4-3600-cl16-desktop-ram-kit-newegg-78?src=catpagev2,$77.99 ,27
NETGEAR 16-Port Gigabit Smart Managed Plus Click Switch (GSS116E-100NAS) $89.99,https://slickdeals.net/f/14099039-netgear-16-port-gigabit-smart-managed-plus-click-switch-gss116e-100nas-89-99?src=catpagev2,$89.99 ,1
AAFES,https://slickdeals.net/coupons/aafes/,"$1,599 ",1
DeathAdder Elite Wired Gaming Mouse $34.99,https://slickdeals.net/f/14098703-deathadder-elite-wired-gaming-mouse-34-99?src=catpagev2,$34.99 ,0
"ASUS TUF GAMING Z490-PLUS (WI-FI) Motherboard + Intel i7-10700 Processor $524.98, Intel Core i7-10700 8-Core CPU + ASRock Z490 Steel Legend Motherboard $494.98 AR & More",https://slickdeals.net/f/14090237-asus-tuf-gaming-z490-plus-wi-fi-motherboard-intel-i7-10700-processor-524-98-intel-core-i7-10700-8-core-cpu-asrock-z490-steel-legend-motherboard-494-98-ar-more?src=catpagev2,$324.98 ,17
16GB (2x 8) GeIL EVO POTENZA DDR4 3200 Desktop RAM Kit $60,https://slickdeals.net/f/14090918-16gb-2x-8-geil-evo-potenza-ddr4-3200-desktop-ram-kit-60?src=catpagev2,$59.99 ,3
Acronis True Image 2020 3-Device @Newegg $25,https://slickdeals.net/f/14091002-acronis-true-image-2020-3-device-newegg-25?src=catpagev2,$24.99 ,2
Costco Wholesale,https://slickdeals.net/coupons/costco-wholesale/,$379.99 ,0
Razer USA Nommo 2.0 Speakers @Newegg $85,https://slickdeals.net/f/14091008-razer-usa-nommo-2-0-speakers-newegg-85?src=catpagev2,$84.99 ,1
EVGA 500W PSU BR 80+ BRONZE Power Supply (100-BR-0500-K1) Modmymods.com $54.94 +$13 Shipping,https://slickdeals.net/f/14098577-evga-500w-psu-br-80-bronze-power-supply-100-br-0500-k1-modmymods-com-54-94-13-shipping?src=catpagev2,$54.94 ,0
NETGEAR 24-Port Gigabit Ethernet Unmanaged Switch (JGS524NA) - $118.99 AC,https://slickdeals.net/f/14097953-netgear-24-port-gigabit-ethernet-unmanaged-switch-jgs524na-118-99-ac?src=catpagev2,N/A,2
Apple - iPad (Latest Model) with Wi-Fi - 128GB - Silver/Gold/Space gray $329.99,https://slickdeals.net/f/14097776-apple-ipad-latest-model-with-wi-fi-128gb-silver-gold-space-gray-329-99?src=catpagev2,$329.99 ,2
Dell Technologies,https://slickdeals.net/coupons/dell-technologies/,N/A,0
"HP 14"" Pentium 4GB/64GB Chromebook, 14"" HD Display, Intel Pentium Silver N5000 - $249 +FS",https://slickdeals.net/f/14096432-hp-14-pentium-4gb-64gb-chromebook-14-hd-display-intel-pentium-silver-n5000-249-fs?src=catpagev2,$249 ,15
512GB AData XPG SPECTRIX S40G M.2 RGB NVMe SSD @Newegg $75,https://slickdeals.net/f/14090777-512gb-adata-xpg-spectrix-s40g-m-2-rgb-nvme-ssd-newegg-75?src=catpagev2,$74.99 ,2
G.SKILL Trident Z Neo Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel XMP 2.0 Desktop Memory Model for $274.99 + FS,https://slickdeals.net/f/14090345-g-skill-trident-z-neo-series-64gb-2-x-32gb-288-pin-ddr4-sdram-ddr4-3600-pc4-28800-intel-xmp-2-0-desktop-memory-model-for-274-99-fs?src=catpagev2,$274.99 ,4
Adata SE800 Rugged Mil-Spec Waterproof 512GB portable USB C 3.2 M.2 SSD $79.99,https://slickdeals.net/f/14089460-adata-se800-rugged-mil-spec-waterproof-512gb-portable-usb-c-3-2-m-2-ssd-79-99?src=catpagev2,$79.99 ,9
500W GIGABYTE PB500 80 Plus Bronze Power Supply @Amazon $50,https://slickdeals.net/f/14090786-500w-gigabyte-pb500-80-plus-bronze-power-supply-amazon-50?src=catpagev2,$49.99 ,0
ADATA / XPG Z1 DDR4 3000MHz (PC4 24000) 16GB (2x8GB) Memory Modules Red (AX4U300038G16-DRZ) $59.99 + Free Shipping,https://slickdeals.net/f/14090210-adata-xpg-z1-ddr4-3000mhz-pc4-24000-16gb-2x8gb-memory-modules-red-ax4u300038g16-drz-59-99-free-shipping?src=catpagev2,$59.99 ,3
"SENGBIRCH 1-Pack 9H Glass Screen Protector for 11"" iPad Pro 2018 or 2020 for $6.71 w/ Amazon Prime",https://slickdeals.net/f/14090315-sengbirch-1-pack-9h-glass-screen-protector-for-11-ipad-pro-2018-or-2020-for-6-71-w-amazon-prime?src=catpagev2,$6.71 ,2
"Samsung - Galaxy Tab A (Latest Model) - 8"" - 32GB - Black $125",https://slickdeals.net/f/14096639-samsung-galaxy-tab-a-latest-model-8-32gb-black-125?src=catpagev2,$125 ,10
Dell Technologies,https://slickdeals.net/coupons/dell-technologies/,$769 ,14
G.SKILL Ripjaws V Series 16GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16S-16GVK $59.99,https://slickdeals.net/f/14089121-g-skill-ripjaws-v-series-16gb-288-pin-ddr4-sdram-ddr4-3200-pc4-25600-desktop-memory-model-f4-3200c16s-16gvk-59-99?src=catpagev2,$59.99 ,4
Office Depot and OfficeMax,https://slickdeals.net/coupons/office-depot/,$17 ,50
"Acer Predator 27"" XB271H Monitor $124 Walmart YMMV",https://slickdeals.net/f/14087951-acer-predator-27-xb271h-monitor-124-walmart-ymmv?src=catpagev2,$124 ,42
AMD Ryzen 5 3600 6-Core 3.6 GHz AM4 Desktop Processor,https://slickdeals.net/f/14086844-amd-ryzen-5-3600-6-core-3-6-ghz-am4-desktop-processor-167-free-shipping?src=catpagev2,$167 ,107
